Ano,Instituição,Conta,Valor,População,Variacao_Valor,Variacao_Populacao
2018,Prefeitura Municipal de Mata de São João - BA,ITBI,2067988736.0,46392.0,38.70222095954521,0.0
2019,Prefeitura Municipal de Mata de São João - BA,ITBI,2050885047.0,46014.0,-0.8270687698755386,-0.8147956544231727
2020,Prefeitura Municipal de Mata de São João - BA,ITBI,4724481958.0,46583.0,130.36307982794514,1.2365801712522329
2021,Prefeitura Municipal de Mata de São João - BA,ITBI,3629434315.0,47126.0,-23.178152710388655,1.1656612927462895
2022,Prefeitura Municipal de Mata de São João - BA,ITBI,6451848147.0,47643.0,77.7645656882483,1.0970589483512372
2023,Prefeitura Municipal de Mata de São João - BA,ITBI,11544547853.0,47643.0,78.93396729072148,0.0
2016,Prefeitura Municipal de Mataraca - PB,IPTU,2230000.0,8219.0,,
2017,Prefeitura Municipal de Mataraca - PB,IPTU,10303708.0,8345.0,362.0496860986547,1.5330332157196702
2018,Prefeitura Municipal de Mataraca - PB,IPTU,10288642.0,8345.0,-0.14621920574612313,0.0
2019,Prefeitura Municipal de Mataraca - PB,IPTU,17341084.0,8327.0,68.54589750522955,-0.21569802276812933
2020,Prefeitura Municipal de Mataraca - PB,IPTU,20377788.0,8434.0,17.51161576750335,1.2849765822024795
2021,Prefeitura Municipal de Mataraca - PB,IPTU,27595624.0,8539.0,35.42011527453324,1.244960872658285
2022,Prefeitura Municipal de Mataraca - PB,IPTU,33705734.0,8642.0,22.141590275327715,1.2062302377327638
2023,Prefeitura Municipal de Mataraca - PB,IPTU,63380006.0,8642.0,88.03923985159321,0.0
2016,Prefeitura Municipal de Mataraca - PB,ISS,316413838.0,8219.0,,
2017,Prefeitura Municipal de Mataraca - PB,ISS,357601233.0,8345.0,13.016938595460537,1.5330332157196702
2018,Prefeitura Municipal de Mataraca - PB,ISS,373353436.0,8345.0,4.404963279307261,0.0
2019,Prefeitura Municipal de Mataraca - PB,ISS,381855472.0,8327.0,2.2772084518863256,-0.21569802276812933
2020,Prefeitura Municipal de Mataraca - PB,ISS,359609515.0,8434.0,-5.825753100639086,1.2849765822024795
2021,Prefeitura Municipal de Mataraca - PB,ISS,380355680.0,8539.0,5.769081221335304,1.244960872658285
2022,Prefeitura Municipal de Mataraca - PB,ISS,318280070.0,8642.0,-16.320410937467788,1.2062302377327638
2023,Prefeitura Municipal de Mataraca - PB,ISS,397479000.0,8642.0,24.883408502455097,0.0
2016,Prefeitura Municipal de Mataraca - PB,ITBI,1160000.0,8219.0,,
2017,Prefeitura Municipal de Mataraca - PB,ITBI,2121624.0,8345.0,82.89862068965516,1.5330332157196702
2018,Prefeitura Municipal de Mataraca - PB,ITBI,2490968.0,8345.0,17.40855118531841,0.0
2019,Prefeitura Municipal de Mataraca - PB,ITBI,18059400.0,8327.0,624.9952628857536,-0.21569802276812933
2020,Prefeitura Municipal de Mataraca - PB,ITBI,15694522.0,8434.0,-13.094997618968518,1.2849765822024795
2021,Prefeitura Municipal de Mataraca - PB,ITBI,2835530.0,8539.0,-81.93299547447192,1.244960872658285
2022,Prefeitura Municipal de Mataraca - PB,ITBI,1826000.0,8642.0,-35.602867894185565,1.2062302377327638
2023,Prefeitura Municipal de Mataraca - PB,ITBI,41170462.0,8642.0,2154.6802847754657,0.0
2016,Prefeitura Municipal de Paraty - RJ,IPTU,1060305318.0,40478.0,,
2017,Prefeitura Municipal de Paraty - RJ,IPTU,1417710972.0,40975.0,33.70780547193295,1.2278274618311213
2018,Prefeitura Municipal de Paraty - RJ,IPTU,1291945506.0,40975.0,-8.87102297181065,0.0
2019,Prefeitura Municipal de Paraty - RJ,IPTU,1360889992.0,42630.0,5.336485608704922,4.03904820012202
2020,Prefeitura Municipal de Paraty - RJ,IPTU,1355591018.0,43165.0,-0.3893756314727881,1.254984752521704
2021,Prefeitura Municipal de Paraty - RJ,IPTU,2895219354.0,43680.0,113.5761682953258,1.1930962585428029
2022,Prefeitura Municipal de Paraty - RJ,IPTU,4214306664.0,44175.0,45.56087635216879,1.1332417582417653
2023,Prefeitura Municipal de Paraty - RJ,IPTU,5105043094.0,44175.0,21.136013608334792,0.0
2016,Prefeitura Municipal de Paraty - RJ,ISS,3039101800.0,40478.0,,
2017,Prefeitura Municipal de Paraty - RJ,ISS,2077577968.0,40975.0,-31.63842132566932,1.2278274618311213
2018,Prefeitura Municipal de Paraty - RJ,ISS,1800972878.0,40975.0,-13.313824764241055,0.0
2019,Prefeitura Municipal de Paraty - RJ,ISS,1698440872.0,42630.0,-5.693145480006501,4.03904820012202
2020,Prefeitura Municipal de Paraty - RJ,ISS,390304918.0,43165.0,-77.01981126134841,1.254984752521704
2021,Prefeitura Municipal de Paraty - RJ,ISS,4175283290.0,43680.0,969.7490852523667,1.1930962585428029
2022,Prefeitura Municipal de Paraty - RJ,ISS,6206251357.0,44175.0,48.64264113202243,1.1332417582417653
2023,Prefeitura Municipal de Paraty - RJ,ISS,7250545074.0,44175.0,16.82648118694301,0.0
2016,Prefeitura Municipal de Paraty - RJ,ITBI,358444442.0,40478.0,,
2017,Prefeitura Municipal de Paraty - RJ,ITBI,376885986.0,40975.0,5.144882118160998,1.2278274618311213
2018,Prefeitura Municipal de Paraty - RJ,ITBI,279932954.0,40975.0,-25.724764411908907,0.0
2019,Prefeitura Municipal de Paraty - RJ,ITBI,317821510.0,42630.0,13.534868067015783,4.03904820012202
2020,Prefeitura Municipal de Paraty - RJ,ITBI,441585664.0,43165.0,38.94140267598627,1.254984752521704
2021,Prefeitura Municipal de Paraty - RJ,ITBI,2241035073.0,43680.0,407.4972436152275,1.1930962585428029
2022,Prefeitura Municipal de Paraty - RJ,ITBI,1954808907.0,44175.0,-12.772052050789117,1.1332417582417653
2023,Prefeitura Municipal de Paraty - RJ,ITBI,2281598570.0,44175.0,16.7172178226626,0.0
2016,Prefeitura Municipal de Pitimbu - PB,IPTU,167557577.0,18685.0,,
2017,Prefeitura Municipal de Pitimbu - PB,IPTU,196328149.0,18938.0,17.170558631317512,1.3540272946213516
2018,Prefeitura Municipal de Pitimbu - PB,IPTU,301830430.0,18938.0,53.73772509819772,0.0
2019,Prefeitura Municipal de Pitimbu - PB,IPTU,284361482.0,18904.0,-5.787669586529098,-0.17953321364452268
2020,Prefeitura Municipal de Pitimbu - PB,IPTU,347481060.0,19065.0,22.196950710785778,0.8516716038933669
2021,Prefeitura Municipal de Pitimbu - PB,IPTU,398925706.0,19275.0,14.805021603191836,1.1014948859165985
2022,Prefeitura Municipal de Pitimbu - PB,IPTU,556038435.0,19478.0,39.38395712208127,1.0531776913099922
2023,Prefeitura Municipal de Pitimbu - PB,IPTU,726662363.0,19478.0,30.685635607186047,0.0
2016,Prefeitura Municipal de Pitimbu - PB,ISS,496740955.0,18685.0,,
2017,Prefeitura Municipal de Pitimbu - PB,ISS,459562669.0,18938.0,-7.484441463055935,1.3540272946213516
2018,Prefeitura Municipal de Pitimbu - PB,ISS,315903610.0,18938.0,-31.25994966314377,0.0
2019,Prefeitura Municipal de Pitimbu - PB,ISS,317133549.0,18904.0,0.3893399635414019,-0.17953321364452268
2020,Prefeitura Municipal de Pitimbu - PB,ISS,353046266.0,19065.0,11.324162048840813,0.8516716038933669
2021,Prefeitura Municipal de Pitimbu - PB,ISS,372849804.0,19275.0,5.6093322340930785,1.1014948859165985
2022,Prefeitura Municipal de Pitimbu - PB,ISS,478484682.0,19478.0,28.33175098034919,1.0531776913099922
2023,Prefeitura Municipal de Pitimbu - PB,ISS,532679400.0,19478.0,11.32632245894969,0.0
2016,Prefeitura Municipal de Pitimbu - PB,ITBI,55710375.0,18685.0,,
2017,Prefeitura Municipal de Pitimbu - PB,ITBI,45033492.0,18938.0,-19.164981388116665,1.3540272946213516
2018,Prefeitura Municipal de Pitimbu - PB,ITBI,59542173.0,18938.0,32.217534896028056,0.0
2019,Prefeitura Municipal de Pitimbu - PB,ITBI,48666909.0,18904.0,-18.264808709618308,-0.17953321364452268
2020,Prefeitura Municipal de Pitimbu - PB,ITBI,79261157.0,19065.0,62.86458011952227,0.8516716038933669
2021,Prefeitura Municipal de Pitimbu - PB,ITBI,106598825.0,19275.0,34.49062445555773,1.1014948859165985
2022,Prefeitura Municipal de Pitimbu - PB,ITBI,129504501.0,19478.0,21.48773778697841,1.0531776913099922
2023,Prefeitura Municipal de Pitimbu - PB,ITBI,238620206.0,19478.0,84.25630318439666,0.0
2016,Prefeitura Municipal de Rio Tinto - PB,IPTU,47691318.0,24023.0,,
2017,Prefeitura Municipal de Rio Tinto - PB,IPTU,22567708.0,24090.0,-52.67963028406973,0.2788993880864066
2018,Prefeitura Municipal de Rio Tinto - PB,IPTU,14803840.0,24090.0,-34.40255430458423,0.0
2019,Prefeitura Municipal de Rio Tinto - PB,IPTU,26920774.0,24088.0,81.84993893476286,-0.008302200083021294
2020,Prefeitura Municipal de Rio Tinto - PB,IPTU,51061728.0,24176.0,89.67407103525329,0.36532713384258564
2021,Prefeitura Municipal de Rio Tinto - PB,IPTU,44047942.0,24218.0,-13.7358962861578,0.17372600926539583
2022,Prefeitura Municipal de Rio Tinto - PB,IPTU,78571027.0,24258.0,78.37615886798979,0.16516640515318315
2023,Prefeitura Municipal de Rio Tinto - PB,IPTU,68182124.0,24258.0,-13.222307759831109,0.0
2016,Prefeitura Municipal de Rio Tinto - PB,ISS,163920870.0,24023.0,,
2017,Prefeitura Municipal de Rio Tinto - PB,ISS,189027291.0,24090.0,15.31618335114986,0.2788993880864066
2018,Prefeitura Municipal de Rio Tinto - PB,ISS,209135548.0,24090.0,10.637753360174852,0.0
2019,Prefeitura Municipal de Rio Tinto - PB,ISS,189454168.0,24088.0,-9.410824791966977,-0.008302200083021294
2020,Prefeitura Municipal de Rio Tinto - PB,ISS,195450670.0,24176.0,3.165146517124917,0.36532713384258564
2021,Prefeitura Municipal de Rio Tinto - PB,ISS,164527730.0,24218.0,-15.82135277407849,0.17372600926539583
2022,Prefeitura Municipal de Rio Tinto - PB,ISS,270808522.0,24258.0,64.59749490253101,0.16516640515318315
2023,Prefeitura Municipal de Rio Tinto - PB,ISS,614934655.0,24258.0,127.07359814917494,0.0
2016,Prefeitura Municipal de Rio Tinto - PB,ITBI,28720440.0,24023.0,,
2017,Prefeitura Municipal de Rio Tinto - PB,ITBI,17080000.0,24090.0,-40.53015900870599,0.2788993880864066
2018,Prefeitura Municipal de Rio Tinto - PB,ITBI,27334919.0,24090.0,60.04050936768151,0.0
2019,Prefeitura Municipal de Rio Tinto - PB,ITBI,27772617.0,24088.0,1.6012412548213506,-0.008302200083021294
2020,Prefeitura Municipal de Rio Tinto - PB,ITBI,19682270.0,24176.0,-29.130661327306672,0.36532713384258564
2021,Prefeitura Municipal de Rio Tinto - PB,ITBI,30447200.0,24218.0,54.693538905827424,0.17372600926539583
2022,Prefeitura Municipal de Rio Tinto - PB,ITBI,35548100.0,24258.0,16.753264668015454,0.16516640515318315
2023,Prefeitura Municipal de Rio Tinto - PB,ITBI,50022400.0,24258.0,40.71750670218661,0.0
